$GPGST,033634.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033634.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033634.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6D
$GPGST,033635.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033635.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033635.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033635.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033635.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6C
$GPGST,033636.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033636.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033636.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033636.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033636.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6F
$GPGST,033637.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033637.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033637.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033637.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033637.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6E
$GPGST,033638.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*69
$GPGST,033638.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6B
$GPGST,033638.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6D
$GPGST,033638.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6F
$GPGST,033638.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033639.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*68
$GPGST,033639.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6A
$GPGST,033639.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6C
$GPGST,033639.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6E
$GPGST,033639.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033640.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033640.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033640.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033640.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033640.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6E
$GPGST,033641.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033641.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033641.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033641.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033641.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6F
$GPGST,033642.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033642.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033642.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033642.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033642.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6C
$GPGST,033643.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033643.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033643.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033643.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033643.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6D
$GPGST,033644.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033644.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033644.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033644.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033644.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6A
$GPGST,033645.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033645.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033645.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033645.60,0.03,0.01,0.03,0.0000,0.01,0.01,0.03*64
$GPGST,033645.80,0.03,0.01,0.03,0.0000,0.01,0.01,0.03*6A
$GPGST,033646.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033646.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033646.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033646.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033646.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*68
$GPGST,033647.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033647.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033647.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033647.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033647.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*69
$GPGST,033648.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6E
$GPGST,033648.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6C
$GPGST,033648.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6A
$GPGST,033648.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*68
$GPGST,033648.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033649.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6F
$GPGST,033649.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6D
$GPGST,033649.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6B
$GPGST,033649.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*69
$GPGST,033649.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033650.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033650.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033650.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033650.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033650.80,0.03,0.01,0.03,0.0000,0.01,0.01,0.03*6E
$GPGST,033651.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033651.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033651.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033651.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033651.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6E
$GPGST,033652.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033652.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033652.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033652.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033652.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6D
$GPGST,033653.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033653.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033653.40,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*62
$GPGST,033653.60,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*60
$GPGST,033653.80,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*6E
$GPGST,033654.00,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*61
$GPGST,033654.20,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*63
$GPGST,033654.40,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*65
$GPGST,033654.60,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*67
$GPGST,033654.80,0.03,0.02,0.03,0.0000,0.02,0.02,0.03*69
$GPGST,033655.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033655.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033655.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033655.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033655.80,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*6A
$GPGST,033656.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*61
$GPGST,033656.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*63
$GPGST,033656.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*65
$GPGST,033656.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*67
$GPGST,033656.80,0.03,0.01,0.03,0.0000,0.01,0.01,0.03*68
$GPGST,033657.00,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*60
$GPGST,033657.20,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*62
$GPGST,033657.40,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*64
$GPGST,033657.60,0.02,0.01,0.02,0.0000,0.01,0.01,0.02*66
$GPGST,033657.80,0.03,0.01,0.03,0.0000,0.01,0.01,0.03*69
